"ID_DISCENTE","ANO_INGRESSO","SEMESTRE_INGRESSO","TIPO_INGRESSO","CAMPUS","COD_CURSO","CURSO","NATURALIDADE","UF_NATURALIDADE","PAIS_NATURALIDADE","BAIRRO_ENDERECO","CIDADE_ENDERECO","UF_ENDERECO","SEXO","ANO_NASC","COTA","TIPO_COTA","ESCOLARIDADE_PAI","ESCOLARIDADE_MAE","DEFICIENCIA"
350404,2021,1,SISU,AGRESTE,1000,ADMINISTRAÇÃO -CAA,CARPINA,PE,BRA,CIDADE JARDIM,CARUARU,PE,M,"2003",N,A0,ENSINO MEDIO,ENSINO SUPERIOR,N
350521,2021,1,SISU,AGRESTE,1000,ADMINISTRAÇÃO -CAA,CARUARU,PE,BRA,canecão,BREJO DA MADRE DE DEUS,PE,F,"2002",N,A0,ENSINO FUNDAMENTAL INCOMPLETO,ENSINO SUPERIOR,N
349309,2021,1,SISU,AGRESTE,1000,ADMINISTRAÇÃO -CAA,CARUARU,PE,BRA,CENTRO,BREJO DA MADRE DE DEUS,PE,M,"2003",S,L6,,SEGUNDO GRAU INCOMPLETO,N
203165,2021,1,SISU,AGRESTE,1000,ADMINISTRAÇÃO -CAA,CARUARU,PE,BRA,SALGADO,CARUARU,PE,F,"1991",N,A0,,,N
276268,2021,1,SISU,AGRESTE,1000,ADMINISTRAÇÃO -CAA,CARUARU,PE,BRA,CEDRO,CARUARU,PE,F,"1991",S,L1,,,N
236649,2021,1,SISU,AGRESTE,1000,ADMINISTRAÇÃO -CAA,CARUARU,PE,BRA,SAO FRANCISCO,CARUARU,PE,F,"1992",N,A0,,,N
350486,2021,1,SISU,AGRESTE,1000,ADMINISTRAÇÃO -CAA,CARUARU,PE,BRA,NOVA CARUARU,CARUARU,PE,F,"1999",N,A0,ENSINO SUPERIOR,ENSINO SUPERIOR,N
327250,2021,1,SISU,AGRESTE,1000,ADMINISTRAÇÃO -CAA,CARUARU,PE,BRA,SANTA ROSA,CARUARU,PE,F,"2000",N,A0,SUPERIOR INCOMPLETO,ENSINO FUNDAMENTAL,N
350384,2021,1,SISU,AGRESTE,1000,ADMINISTRAÇÃO -CAA,CARUARU,PE,BRA,MAURICIO DE NASSAU,CARUARU,PE,F,"2002",N,A0,ENSINO MEDIO,ENSINO MEDIO,N
350400,2021,1,SISU,AGRESTE,1000,ADMINISTRAÇÃO -CAA,CARUARU,PE,BRA,BOA VISTA,CARUARU,PE,F,"2002",N,A0,,ENSINO MEDIO,N
348724,2021,1,SISU,AGRESTE,1000,ADMINISTRAÇÃO -CAA,CARUARU,PE,BRA,SALGADO,CARUARU,PE,F,"2002",S,L2,ENSINO FUNDAMENTAL INCOMPLETO,ENSINO FUNDAMENTAL INCOMPLETO,N
350559,2021,1,SISU,AGRESTE,1000,ADMINISTRAÇÃO -CAA,CARUARU,PE,BRA,BOA VISTA,CARUARU,PE,F,"2003",N,A0,ENSINO FUNDAMENTAL INCOMPLETO,SEGUNDO GRAU INCOMPLETO,N
346268,2021,1,SISU,AGRESTE,1000,ADMINISTRAÇÃO -CAA,CARUARU,PE,BRA,JOSE CARLOS DE OLIVEIRA,CARUARU,PE,F,"2003",S,L6,ENSINO FUNDAMENTAL INCOMPLETO,ENSINO FUNDAMENTAL INCOMPLETO,N
348822,2021,1,SISU,AGRESTE,1000,ADMINISTRAÇÃO -CAA,CARUARU,PE,BRA,SALGADO,CARUARU,PE,F,"2003",S,L2,ENSINO FUNDAMENTAL INCOMPLETO,ENSINO FUNDAMENTAL INCOMPLETO,N
217707,2021,1,SISU,AGRESTE,1000,ADMINISTRAÇÃO -CAA,CARUARU,PE,BRA,RENDEIRAS,CARUARU,PE,M,"1992",N,A0,,,N
350388,2021,1,SISU,AGRESTE,1000,ADMINISTRAÇÃO -CAA,CARUARU,PE,BRA,JOSE CARLOS DE OLIVEIRA,CARUARU,PE,M,"1997",N,A0,ENSINO FUNDAMENTAL INCOMPLETO,ENSINO FUNDAMENTAL INCOMPLETO,N
350649,2021,1,SISU,AGRESTE,1000,ADMINISTRAÇÃO -CAA,CARUARU,PE,BRA,SANTA ROSA,CARUARU,PE,M,"1997",N,A0,SEGUNDO GRAU INCOMPLETO,ENSINO FUNDAMENTAL INCOMPLETO,N
348744,2021,1,SISU,AGRESTE,1000,ADMINISTRAÇÃO -CAA,CARUARU,PE,BRA,NOSSA SENHORA DAS DORES,CARUARU,PE,M,"2000",S,L2,ENSINO FUNDAMENTAL INCOMPLETO,ENSINO FUNDAMENTAL INCOMPLETO,N
350534,2021,1,SISU,AGRESTE,1000,ADMINISTRAÇÃO -CAA,CARUARU,PE,BRA,MAURICIO DE NASSAU,CARUARU,PE,M,"2002",N,A0,ENSINO MEDIO,ENSINO SUPERIOR,N
350470,2021,1,SISU,AGRESTE,1000,ADMINISTRAÇÃO -CAA,CARUARU,PE,BRA,INDIANOPOLIS,CARUARU,PE,M,"2002",N,A0,SEGUNDO GRAU INCOMPLETO,SEGUNDO GRAU INCOMPLETO,N
350569,2021,1,SISU,AGRESTE,1000,ADMINISTRAÇÃO -CAA,CARUARU,PE,BRA,CAIUCA,CARUARU,PE,M,"2003",N,A0,ENSINO MEDIO,ENSINO MEDIO,N
350010,2021,1,SISU,AGRESTE,1000,ADMINISTRAÇÃO -CAA,CARUARU,PE,BRA,CAIUCA,CARUARU,PE,M,"2003",S,L5,ENSINO FUNDAMENTAL INCOMPLETO,ENSINO SUPERIOR,N
349627,2021,1,SISU,AGRESTE,1000,ADMINISTRAÇÃO -CAA,CARUARU,PE,BRA,GONÇALVES FERREIRA,CARUARU,PE,M,"2003",S,L1,ENSINO MEDIO,ENSINO MEDIO,N
350627,2021,1,SISU,AGRESTE,1000,ADMINISTRAÇÃO -CAA,CARUARU,PE,BRA,CIDADE UNIVERSITARIA,RECIFE,PE,F,"1998",N,A0,ENSINO FUNDAMENTAL INCOMPLETO,ENSINO FUNDAMENTAL INCOMPLETO,N
350594,2021,1,SISU,AGRESTE,1000,ADMINISTRAÇÃO -CAA,CARUARU,PE,BRA,CIDADE UNIVERSITARIA,RECIFE,PE,F,"1999",N,A0,ENSINO FUNDAMENTAL INCOMPLETO,ENSINO FUNDAMENTAL INCOMPLETO,N
348572,2021,1,SISU,AGRESTE,1000,ADMINISTRAÇÃO -CAA,CARUARU,PE,BRA,CIDADE UNIVERSITARIA,RECIFE,PE,F,"2002",S,L2,,ANALFABETO,N
348997,2021,1,SISU,AGRESTE,1000,ADMINISTRAÇÃO -CAA,CARUARU,PE,BRA,CIDADE UNIVERSITARIA,RECIFE,PE,F,"2003",S,L6,ENSINO FUNDAMENTAL INCOMPLETO,ENSINO MEDIO,N
308481,2021,1,SISU,AGRESTE,1000,ADMINISTRAÇÃO -CAA,CARUARU,PE,BRA,CIDADE UNIVERSITARIA,RECIFE,PE,M,"1996",S,L5,SUPERIOR INCOMPLETO,ENSINO FUNDAMENTAL,N
346588,2021,1,SISU,AGRESTE,1000,ADMINISTRAÇÃO -CAA,CARUARU,PE,BRA,CIDADE UNIVERSITARIA,RECIFE,PE,M,"1999",S,L1,ENSINO FUNDAMENTAL INCOMPLETO,ENSINO FUNDAMENTAL INCOMPLETO,N
348762,2021,1,SISU,AGRESTE,1000,ADMINISTRAÇÃO -CAA,CUPIRA,PE,BRA,CENTRO,CUPIRA,PE,F,"2002",S,L2,ENSINO FUNDAMENTAL INCOMPLETO,ENSINO MEDIO,N
350637,2021,1,SISU,AGRESTE,1000,ADMINISTRAÇÃO -CAA,CUPIRA,PE,BRA,CENTRO,CUPIRA,PE,F,"2003",N,A0,ENSINO FUNDAMENTAL,ENSINO SUPERIOR,N
350539,2021,1,SISU,AGRESTE,1000,ADMINISTRAÇÃO -CAA,GRAVATA,PE,BRA,CIDADE UNIVERSITARIA,RECIFE,PE,F,"2003",N,A0,ENSINO MEDIO,ENSINO MEDIO,N
348493,2021,1,SISU,AGRESTE,1000,ADMINISTRAÇÃO -CAA,GUARUJA,SP,BRA,CENTRO,BONITO,PE,F,"2003",S,L2,,ENSINO MEDIO,N
349019,2021,1,SISU,AGRESTE,1000,ADMINISTRAÇÃO -CAA,JABOATAO DOS GUARARAPES,PE,BRA,CIDADE UNIVERSITARIA,RECIFE,PE,F,"2001",S,L6,ENSINO FUNDAMENTAL INCOMPLETO,ENSINO FUNDAMENTAL INCOMPLETO,N
350635,2021,1,SISU,AGRESTE,1000,ADMINISTRAÇÃO -CAA,LAJEDO,PE,BRA,CIDADE UNIVERSITARIA,RECIFE,PE,F,"2001",N,A0,ENSINO MEDIO,ENSINO MEDIO,N
327270,2021,1,SISU,AGRESTE,1000,ADMINISTRAÇÃO -CAA,LIMOEIRO,PE,BRA,CIDADE UNIVERSITARIA,RECIFE,PE,M,"2002",N,A0,APERFEICOAMENTO,APERFEICOAMENTO,N
346224,2021,1,SISU,AGRESTE,1000,ADMINISTRAÇÃO -CAA,MAUA,SP,BRA,SALGADO,CARUARU,PE,F,"2002",S,L6,ENSINO FUNDAMENTAL INCOMPLETO,ENSINO MEDIO,N
349596,2021,1,SISU,AGRESTE,1000,ADMINISTRAÇÃO -CAA,OSASCO,SP,BRA,CENTRO,CUPIRA,PE,M,"2000",S,L13,ENSINO FUNDAMENTAL INCOMPLETO,ENSINO FUNDAMENTAL INCOMPLETO,S
350308,2021,1,SISU,AGRESTE,1000,ADMINISTRAÇÃO -CAA,PASSIRA,PE,BRA,CENTRO,PASSIRA,PE,F,"2003",N,A0,SEGUNDO GRAU INCOMPLETO,ENSINO FUNDAMENTAL INCOMPLETO,N
347742,2021,1,SISU,AGRESTE,1000,ADMINISTRAÇÃO -CAA,PESQUEIRA,PE,BRA,UNIVERSITARIO,CARUARU,PE,M,"2001",N,A0,ENSINO SUPERIOR,ENSINO MEDIO,N
288395,2021,1,SISU,AGRESTE,1000,ADMINISTRAÇÃO -CAA,PESQUEIRA,PE,BRA,CENTRO,PESQUEIRA,PE,M,"1996",N,A0,,,N
350103,2021,1,SISU,AGRESTE,1000,ADMINISTRAÇÃO -CAA,POMBOS,PE,BRA,CIDADE UNIVERSITARIA,RECIFE,PE,F,"2004",S,L5,SEGUNDO GRAU INCOMPLETO,ENSINO MEDIO,N
350620,2021,1,SISU,AGRESTE,1000,ADMINISTRAÇÃO -CAA,RECIFE,PE,BRA,CENTRO,BOM JARDIM,PE,M,"2002",N,A0,ENSINO MEDIO,ENSINO SUPERIOR,N
350246,2021,1,SISU,AGRESTE,1000,ADMINISTRAÇÃO -CAA,RECIFE,PE,BRA,PETROPOLIS,CARUARU,PE,F,"1993",S,L5,ENSINO FUNDAMENTAL,ENSINO FUNDAMENTAL INCOMPLETO,N
350801,2021,1,SISU,AGRESTE,1000,ADMINISTRAÇÃO -CAA,RECIFE,PE,BRA,BOA VISTA,CARUARU,PE,F,"2000",S,L5,ENSINO SUPERIOR,ENSINO MEDIO,N
350423,2021,1,SISU,AGRESTE,1000,ADMINISTRAÇÃO -CAA,RECIFE,PE,BRA,MAURICIO DE NASSAU,CARUARU,PE,F,"2003",N,A0,ENSINO SUPERIOR,ENSINO SUPERIOR,N
345726,2021,1,SISU,AGRESTE,1000,ADMINISTRAÇÃO -CAA,RECIFE,PE,BRA,NOSSA SENHORA DAS DORES,CARUARU,PE,F,"2003",S,L2,ENSINO MEDIO,ENSINO FUNDAMENTAL INCOMPLETO,N
350435,2021,1,SISU,AGRESTE,1000,ADMINISTRAÇÃO -CAA,RECIFE,PE,BRA,CENTRO,GRAVATA,PE,F,"2003",N,A0,ENSINO SUPERIOR,ENSINO MEDIO,N
350676,2021,1,SISU,AGRESTE,1000,ADMINISTRAÇÃO -CAA,RECIFE,PE,BRA,VARZEA,RECIFE,PE,F,"1985",N,A0,,,N
349350,2021,1,SISU,AGRESTE,1000,ADMINISTRAÇÃO -CAA,RECIFE,PE,BRA,CIDADE UNIVERSITARIA,RECIFE,PE,F,"2002",S,L6,ENSINO MEDIO,ENSINO SUPERIOR,N
349467,2021,1,SISU,AGRESTE,1000,ADMINISTRAÇÃO -CAA,RECIFE,PE,BRA,DOIS UNIDOS,RECIFE,PE,M,"1994",S,L6,ENSINO SUPERIOR,ENSINO SUPERIOR,N
346094,2021,1,SISU,AGRESTE,1000,ADMINISTRAÇÃO -CAA,RECIFE,PE,BRA,TORROES,RECIFE,PE,M,"1997",S,L2,,SEGUNDO GRAU INCOMPLETO,N
325256,2021,1,SISU,AGRESTE,1000,ADMINISTRAÇÃO -CAA,RECIFE,PE,BRA,LAGOA DA VACA,SURUBIM,PE,F,"1996",N,A0,APERFEICOAMENTO,ENSINO SUPERIOR,N
350450,2021,1,SISU,AGRESTE,1000,ADMINISTRAÇÃO -CAA,RECIFE,PE,BRA,CAJA,VITORIA DE SANTO ANTAO,PE,M,"2003",N,A0,ENSINO SUPERIOR,ENSINO SUPERIOR,N
346678,2021,1,SISU,AGRESTE,1000,ADMINISTRAÇÃO -CAA,SANTO ANDRE,SP,BRA,CENTRO,JUPI,PE,F,"2000",S,L1,ENSINO FUNDAMENTAL INCOMPLETO,ENSINO FUNDAMENTAL INCOMPLETO,N
348082,2021,1,SISU,AGRESTE,1000,ADMINISTRAÇÃO -CAA,SAO BERNARDO DO CAMPO,SP,BRA,CIDADE UNIVERSITARIA,RECIFE,PE,F,"2003",N,A0,ENSINO FUNDAMENTAL INCOMPLETO,ENSINO MEDIO,N
349443,2021,1,SISU,AGRESTE,1000,ADMINISTRAÇÃO -CAA,SAO GONCALO,RJ,BRA,CIDADE UNIVERSITARIA,RECIFE,PE,M,"1976",S,L6,ENSINO FUNDAMENTAL INCOMPLETO,ENSINO FUNDAMENTAL INCOMPLETO,N
346105,2021,1,SISU,AGRESTE,1000,ADMINISTRAÇÃO -CAA,SAO JOAQUIM DO MONTE,PE,BRA,CENTRO,BEZERROS,PE,F,"2000",S,L2,,ENSINO MEDIO,N
348787,2021,1,SISU,AGRESTE,1000,ADMINISTRAÇÃO -CAA,SAO JOAQUIM DO MONTE,PE,BRA,CENTRO,BONITO,PE,F,"2003",S,L2,ENSINO MEDIO,ENSINO MEDIO,N
349233,2021,1,SISU,AGRESTE,1000,ADMINISTRAÇÃO -CAA,SAO PAULO,SP,BRA,CENTRO,PESQUEIRA,PE,M,"2001",S,L6,,ENSINO SUPERIOR,N
350662,2021,1,SISU,AGRESTE,1000,ADMINISTRAÇÃO -CAA,SAO PAULO,SP,BRA,CIDADE UNIVERSITARIA,RECIFE,PE,F,"2002",N,A0,ENSINO FUNDAMENTAL INCOMPLETO,ENSINO FUNDAMENTAL INCOMPLETO,N
253796,2021,1,SISU,AGRESTE,1000,ADMINISTRAÇÃO -CAA,SURUBIM,PE,BRA,NOSSA SENHORA DAS DORES,CARUARU,PE,M,"1993",N,A0,,,N
350583,2021,1,SISU,AGRESTE,1000,ADMINISTRAÇÃO -CAA,SURUBIM,PE,BRA,LAGOA DA VACA,SURUBIM,PE,F,"2002",N,A0,ENSINO FUNDAMENTAL INCOMPLETO,ENSINO FUNDAMENTAL INCOMPLETO,N
350599,2021,1,SISU,AGRESTE,1000,ADMINISTRAÇÃO -CAA,TAQUARITINGA DO NORTE,PE,BRA,CENTRO,TAQUARITINGA DO NORTE,PE,M,"2002",N,A0,ENSINO MEDIO,ENSINO MEDIO,N
350457,2021,1,SISU,AGRESTE,1000,ADMINISTRAÇÃO -CAA,VERTENTES,PE,BRA,CIDADE UNIVERSITARIA,RECIFE,PE,F,"2002",N,A0,ENSINO SUPERIOR,ENSINO FUNDAMENTAL INCOMPLETO,N
350190,2021,1,SISU,AGRESTE,1000,ADMINISTRAÇÃO -CAA,VITORIA DE SANTO ANTAO,PE,BRA,CIDADE UNIVERSITARIA,RECIFE,PE,F,"2004",S,L5,ENSINO MEDIO,ENSINO SUPERIOR,N
350651,2021,1,SISU,AGRESTE,1000,ADMINISTRAÇÃO -CAA,VITORIA DE SANTO ANTAO,PE,BRA,BELA VISTA,VITORIA DE SANTO ANTAO,PE,M,"1993",N,A0,,ENSINO MEDIO,N
345895,2021,1,SISU,AGRESTE,1001,CIÊNCIAS ECONÔMICAS - CAA,AGRESTINA,PE,BRA,BOA VISTA,ALTINHO,PE,M,"2000",S,L2,ENSINO FUNDAMENTAL INCOMPLETO,ENSINO MEDIO,N
349024,2021,1,SISU,AGRESTE,1001,CIÊNCIAS ECONÔMICAS - CAA,ARCOVERDE,PE,BRA,CIDADE UNIVERSITARIA,RECIFE,PE,F,"2003",S,L6,ENSINO SUPERIOR,ENSINO MEDIO,N
350487,2021,1,SISU,AGRESTE,1001,CIÊNCIAS ECONÔMICAS - CAA,BELO JARDIM,PE,BRA,SANTO ANTONIO,BELO JARDIM,PE,M,"2002",N,A0,ENSINO FUNDAMENTAL INCOMPLETO,ENSINO FUNDAMENTAL,N
349717,2021,1,SISU,AGRESTE,1001,CIÊNCIAS ECONÔMICAS - CAA,BELO JARDIM,PE,BRA,CIDADE UNIVERSITARIA,RECIFE,PE,M,"1999",S,L1,ENSINO FUNDAMENTAL INCOMPLETO,ANALFABETO,N
346517,2021,1,SISU,AGRESTE,1001,CIÊNCIAS ECONÔMICAS - CAA,BEZERROS,PE,BRA,CENTRO,BEZERROS,PE,M,"2002",S,L2,ENSINO MEDIO,ENSINO MEDIO,N
350636,2021,1,SISU,AGRESTE,1001,CIÊNCIAS ECONÔMICAS - CAA,BEZERROS,PE,BRA,CIDADE UNIVERSITARIA,RECIFE,PE,M,"1993",N,A0,ENSINO FUNDAMENTAL,ENSINO FUNDAMENTAL INCOMPLETO,N
349855,2021,1,SISU,AGRESTE,1001,CIÊNCIAS ECONÔMICAS - CAA,CAETITE,BA,BRA,SALGADO,CARUARU,PE,F,"1990",S,L1,ENSINO MEDIO,ENSINO MEDIO,N
349882,2021,1,SISU,AGRESTE,1001,CIÊNCIAS ECONÔMICAS - CAA,CARUARU,PE,BRA,CENTRO,BREJO DA MADRE DE DEUS,PE,F,"1996",S,L1,ENSINO FUNDAMENTAL INCOMPLETO,ENSINO MEDIO,N
339437,2021,1,SISU,AGRESTE,1001,CIÊNCIAS ECONÔMICAS - CAA,CARUARU,PE,BRA,CENTRO,BREJO DA MADRE DE DEUS,PE,M,"2002",N,A0,SUPERIOR INCOMPLETO,APERFEICOAMENTO,N
350570,2021,1,SISU,AGRESTE,1001,CIÊNCIAS ECONÔMICAS - CAA,CARUARU,PE,BRA,UNIVERSITARIO,CARUARU,PE,F,"2001",N,A0,ENSINO MEDIO,ENSINO MEDIO,N
350023,2021,1,SISU,AGRESTE,1001,CIÊNCIAS ECONÔMICAS - CAA,CARUARU,PE,BRA,BOA VISTA,CARUARU,PE,F,"2004",S,L5,ENSINO MEDIO,ENSINO MEDIO,N
350518,2021,1,SISU,AGRESTE,1001,CIÊNCIAS ECONÔMICAS - CAA,CARUARU,PE,BRA,BOA VISTA,CARUARU,PE,M,"1979",N,A0,ENSINO MEDIO,ENSINO SUPERIOR,N
219887,2021,1,SISU,AGRESTE,1001,CIÊNCIAS ECONÔMICAS - CAA,CARUARU,PE,BRA,MAURICIO DE NASSAU,CARUARU,PE,M,"1982",S,L14,,,S
304445,2021,1,SISU,AGRESTE,1001,CIÊNCIAS ECONÔMICAS - CAA,CARUARU,PE,BRA,SALGADO,CARUARU,PE,M,"1998",N,A0,SUPERIOR INCOMPLETO,ENSINO MEDIO,N
328379,2021,1,SISU,AGRESTE,1001,CIÊNCIAS ECONÔMICAS - CAA,CARUARU,PE,BRA,PETROPOLIS,CARUARU,PE,M,"2000",N,A0,ENSINO MEDIO,APERFEICOAMENTO,N
338497,2021,1,SISU,AGRESTE,1001,CIÊNCIAS ECONÔMICAS - CAA,CARUARU,PE,BRA,BOA VISTA,CARUARU,PE,M,"2000",S,L6,APERFEICOAMENTO,SUPERIOR INCOMPLETO,N
349234,2021,1,SISU,AGRESTE,1001,CIÊNCIAS ECONÔMICAS - CAA,CARUARU,PE,BRA,NOSSA SENHORA DAS DORES,CARUARU,PE,M,"2001",S,L6,ENSINO MEDIO,ENSINO FUNDAMENTAL INCOMPLETO,N
349469,2021,1,SISU,AGRESTE,1001,CIÊNCIAS ECONÔMICAS - CAA,CARUARU,PE,BRA,CAIUCA,CARUARU,PE,M,"2001",S,L6,ENSINO MEDIO,SEGUNDO GRAU INCOMPLETO,N
350501,2021,1,SISU,AGRESTE,1001,CIÊNCIAS ECONÔMICAS - CAA,CARUARU,PE,BRA,MAURICIO DE NASSAU,CARUARU,PE,M,"2002",N,A0,ENSINO SUPERIOR,ENSINO SUPERIOR,N
350380,2021,1,SISU,AGRESTE,1001,CIÊNCIAS ECONÔMICAS - CAA,CARUARU,PE,BRA,UNIVERSITARIO,CARUARU,PE,M,"2003",N,A0,ENSINO SUPERIOR,ENSINO SUPERIOR,N
350414,2021,1,SISU,AGRESTE,1001,CIÊNCIAS ECONÔMICAS - CAA,CARUARU,PE,BRA,PETRÓPOLIS,CARUARU,PE,M,"2003",N,A0,ENSINO MEDIO,ENSINO MEDIO,N
349671,2021,1,SISU,AGRESTE,1001,CIÊNCIAS ECONÔMICAS - CAA,CARUARU,PE,BRA,NOSSA SENHORA DAS DORES,CARUARU,PE,M,"2003",S,L1,ENSINO MEDIO,ENSINO MEDIO,N
348884,2021,1,SISU,AGRESTE,1001,CIÊNCIAS ECONÔMICAS - CAA,CARUARU,PE,BRA,CIDADE UNIVERSITARIA,RECIFE,PE,F,"2001",S,L2,,ENSINO MEDIO,N
350093,2021,1,SISU,AGRESTE,1001,CIÊNCIAS ECONÔMICAS - CAA,CARUARU,PE,BRA,CIDADE UNIVERSITARIA,RECIFE,PE,F,"2001",S,L5,ENSINO FUNDAMENTAL INCOMPLETO,SEGUNDO GRAU INCOMPLETO,N
350370,2021,1,SISU,AGRESTE,1001,CIÊNCIAS ECONÔMICAS - CAA,CARUARU,PE,BRA,CIDADE UNIVERSITARIA,RECIFE,PE,M,"2002",N,A0,ENSINO SUPERIOR,ENSINO SUPERIOR,N
350533,2021,1,SISU,AGRESTE,1001,CIÊNCIAS ECONÔMICAS - CAA,GARANHUNS,PE,BRA,HELIOPOLIS,GARANHUNS,PE,M,"2003",N,A0,ENSINO SUPERIOR,ENSINO SUPERIOR,N
349940,2021,1,SISU,AGRESTE,1001,CIÊNCIAS ECONÔMICAS - CAA,GARANHUNS,PE,BRA,CIDADE UNIVERSITARIA,RECIFE,PE,F,"2001",S,L1,ENSINO FUNDAMENTAL INCOMPLETO,ENSINO MEDIO,N
346031,2021,1,SISU,AGRESTE,1001,CIÊNCIAS ECONÔMICAS - CAA,GRAVATA,PE,BRA,NORTE,GRAVATA,PE,M,"1982",S,L2,ENSINO FUNDAMENTAL INCOMPLETO,ENSINO FUNDAMENTAL INCOMPLETO,N
349327,2021,1,SISU,AGRESTE,1001,CIÊNCIAS ECONÔMICAS - CAA,LIMOEIRO,PE,BRA,CENTRO,LIMOEIRO,PE,M,"2002",S,L6,ENSINO FUNDAMENTAL INCOMPLETO,ENSINO FUNDAMENTAL INCOMPLETO,N
350548,2021,1,SISU,AGRESTE,1001,CIÊNCIAS ECONÔMICAS - CAA,NATAL,RN,BRA,BOA VISTA,BELO JARDIM,PE,F,"2002",N,A0,ENSINO SUPERIOR,ENSINO SUPERIOR,N
348723,2021,1,SISU,AGRESTE,1001,CIÊNCIAS ECONÔMICAS - CAA,PALMARES,PE,BRA,NOSSA SENHORA DAS DORES,CARUARU,PE,M,"1999",S,L2,ENSINO FUNDAMENTAL,ENSINO SUPERIOR,N
350556,2021,1,SISU,AGRESTE,1001,CIÊNCIAS ECONÔMICAS - CAA,PALMARES,PE,BRA,CIDADE UNIVERSITARIA,RECIFE,PE,F,"2003",N,A0,ENSINO MEDIO,SUPERIOR INCOMPLETO,N
350453,2021,1,SISU,AGRESTE,1001,CIÊNCIAS ECONÔMICAS - CAA,PETROLINA,PE,BRA,PETROPOLIS,CARUARU,PE,M,"2003",N,A0,ENSINO SUPERIOR,ENSINO SUPERIOR,N
345941,2021,1,SISU,AGRESTE,1001,CIÊNCIAS ECONÔMICAS - CAA,RECIFE,PE,BRA,CENTRO,BEZERROS,PE,M,"1998",S,L2,ENSINO SUPERIOR,ENSINO MEDIO,N
350471,2021,1,SISU,AGRESTE,1001,CIÊNCIAS ECONÔMICAS - CAA,RECIFE,PE,BRA,INDIANOPOLIS,CARUARU,PE,F,"2004",N,A0,,ENSINO SUPERIOR,N
338784,2021,1,SISU,AGRESTE,1001,CIÊNCIAS ECONÔMICAS - CAA,RECIFE,PE,BRA,CEDRO,CARUARU,PE,M,"1986",N,A0,,,N
297652,2021,1,SISU,AGRESTE,1001,CIÊNCIAS ECONÔMICAS - CAA,RECIFE,PE,BRA,PETROPOLIS,CARUARU,PE,M,"1998",N,A0,,,N
